***,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,class
532018,2.07E-001,2.04E-006,3.65E-006,2.74E+000,1.17E-003,3.24E-002,3.56E-002,3.64E-002,6.23E+000,6.96E-001,8.36E-002,3.98E-002,0
532019,2.16E-001,5.97E-007,2.10E-006,2.60E+000,1.16E-003,3.33E-002,3.52E-002,3.59E-002,6.24E+000,6.97E-001,8.45E-002,4.06E-002,0
532022,2.09E-001,5.27E-007,2.49E-006,2.69E+000,8.95E-004,3.34E-002,3.59E-002,3.66E-002,6.18E+000,6.93E-001,8.35E-002,3.97E-002,0
532023,2.08E-001,1.35E-006,3.31E-006,2.75E+000,1.07E-003,3.53E-002,3.80E-002,3.91E-002,6.21E+000,6.95E-001,8.30E-002,3.91E-002,0
532025,1.99E-001,9.28E-007,2.74E-006,2.71E+000,9.58E-004,3.28E-002,3.50E-002,3.56E-002,6.23E+000,6.92E-001,8.38E-002,4.01E-002,0
532028,2.09E-001,5.88E-007,2.62E-006,2.77E+000,8.86E-004,3.30E-002,3.52E-002,3.59E-002,6.26E+000,6.96E-001,8.38E-002,4.00E-002,0
532031,2.13E-001,1.83E-006,2.68E-006,2.77E+000,1.13E-003,3.51E-002,3.77E-002,3.86E-002,6.21E+000,6.95E-001,8.38E-002,3.99E-002,0
532010,2.01E-001,1.74E-006,2.49E-006,2.36E+000,8.30E-004,3.42E-002,3.63E-002,3.69E-002,6.13E+000,6.89E-001,8.38E-002,4.03E-002,0
532014,1.82E-001,1.64E-006,2.29E-006,2.49E+000,1.02E-003,3.30E-002,3.55E-002,3.61E-002,6.19E+000,6.90E-001,8.39E-002,4.03E-002,0
532020,1.81E-001,1.18E-006,2.64E-006,2.42E+000,1.19E-003,3.37E-002,3.65E-002,3.71E-002,6.17E+000,6.90E-001,8.39E-002,4.03E-002,0
532021,1.97E-001,1.44E-006,2.66E-006,2.45E+000,1.06E-003,3.39E-002,3.68E-002,3.77E-002,6.20E+000,6.91E-001,8.37E-002,4.00E-002,0
532024,1.89E-001,1.34E-006,2.83E-006,2.25E+000,8.06E-004,3.30E-002,3.57E-002,3.63E-002,6.12E+000,6.88E-001,8.35E-002,3.99E-002,0
532026,1.92E-001,1.25E-006,1.90E-006,2.25E+000,1.13E-003,3.22E-002,3.37E-002,3.43E-002,6.15E+000,6.88E-001,8.39E-002,4.04E-002,0
532027,2.01E-001,1.46E-006,2.59E-006,2.32E+000,9.44E-004,3.43E-002,3.60E-002,3.67E-002,6.17E+000,6.93E-001,8.38E-002,4.01E-002,0
532029,1.88E-001,7.30E-007,1.47E-006,2.40E+000,9.70E-004,3.30E-002,3.57E-002,3.64E-002,6.21E+000,6.92E-001,8.38E-002,4.01E-002,0
532030,2.02E-001,9.60E-007,1.68E-006,2.47E+000,1.12E-003,3.42E-002,3.66E-002,3.73E-002,6.19E+000,6.93E-001,8.35E-002,3.99E-002,0
532032,1.78E-001,1.59E-006,2.93E-006,2.49E+000,9.38E-004,3.43E-002,3.63E-002,3.70E-002,6.19E+000,6.88E-001,8.36E-002,4.00E-002,0
532033,1.70E-001,1.53E-006,1.50E-006,2.65E+000,1.06E-003,3.22E-002,3.51E-002,3.56E-002,6.20E+000,6.90E-001,8.37E-002,4.01E-002,0
532034,1.91E-001,1.88E-006,2.80E-006,2.74E+000,9.19E-004,3.39E-002,3.64E-002,3.70E-002,6.21E+000,6.93E-001,8.34E-002,3.98E-002,0
532035,1.93E-001,3.05E-006,2.45E-006,2.77E+000,1.11E-003,3.34E-002,3.60E-002,3.67E-002,6.22E+000,6.95E-001,8.34E-002,3.96E-002,0
532036,1.90E-001,2.03E-006,2.39E-006,2.56E+000,1.10E-003,3.36E-002,3.61E-002,3.68E-002,6.21E+000,6.93E-001,8.36E-002,3.99E-002,0
532037,1.92E-001,3.15E-006,2.98E-006,2.75E+000,1.11E-003,3.60E-002,3.83E-002,3.93E-002,6.22E+000,6.90E-001,8.30E-002,3.92E-002,0
532038,1.76E-001,1.56E-006,2.68E-006,2.98E+000,1.19E-003,3.39E-002,3.58E-002,3.65E-002,6.21E+000,6.90E-001,8.35E-002,3.99E-002,0
532039,1.99E-001,5.52E-007,2.87E-006,2.51E+000,9.82E-004,3.42E-002,3.66E-002,3.72E-002,6.19E+000,6.92E-001,8.41E-002,4.03E-002,0
532040,1.87E-001,6.36E-007,2.53E-006,2.71E+000,9.33E-004,3.30E-002,3.52E-002,3.58E-002,6.20E+000,6.92E-001,8.38E-002,4.00E-002,0
532041,1.79E-001,6.84E-007,2.05E-006,2.76E+000,9.68E-004,3.37E-002,3.62E-002,3.69E-002,6.21E+000,6.92E-001,8.37E-002,4.00E-002,0
532043,1.76E-001,2.10E-006,3.66E-006,3.03E+000,8.20E-004,3.37E-002,3.60E-002,3.67E-002,6.20E+000,6.89E-001,8.37E-002,4.00E-002,0
532044,2.10E-001,8.82E-007,2.14E-006,2.28E+000,9.26E-004,3.34E-002,3.52E-002,3.59E-002,6.10E+000,6.86E-001,8.30E-002,3.96E-002,0
532045,2.04E-001,6.41E-007,1.72E-006,2.56E+000,1.08E-003,3.40E-002,3.62E-002,3.69E-002,6.19E+000,6.90E-001,8.34E-002,3.97E-002,0
532046,1.93E-001,1.04E-006,2.10E-006,2.55E+000,9.86E-004,3.40E-002,3.58E-002,3.65E-002,6.20E+000,6.91E-001,8.35E-002,3.98E-002,0
532047,1.94E-001,4.95E-007,2.29E-006,2.73E+000,1.10E-003,3.31E-002,3.58E-002,3.65E-002,6.18E+000,6.90E-001,8.37E-002,4.01E-002,0
532048,1.96E-001,1.19E-006,2.68E-006,2.33E+000,9.84E-004,3.31E-002,3.57E-002,3.64E-002,6.17E+000,6.91E-001,8.35E-002,3.99E-002,0
532049,2.00E-001,1.85E-006,3.19E-006,2.42E+000,1.16E-003,3.31E-002,3.57E-002,3.62E-002,6.17E+000,6.90E-001,8.34E-002,3.97E-002,0
532050,1.90E-001,1.99E-006,3.48E-006,2.68E+000,8.75E-004,3.31E-002,3.60E-002,3.67E-002,6.19E+000,6.93E-001,8.40E-002,4.02E-002,0
