***,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,class
116,3.00E-06,5.29E-01,5.40E-05,9.96E-01,2.86E-05,5.17E-05,4.65E-05,2.17E-01,4.03E-01,4.63E-01,6.37E-01,9.91E-01,a
117,7.00E-06,5.34E-01,1.06E-04,9.90E-01,2.47E-05,5.07E-05,8.47E-05,2.18E-01,4.05E-01,4.68E-01,6.34E-01,9.85E-01,a
118,6.00E-06,5.29E-01,4.50E-05,9.99E-01,3.17E-05,5.61E-05,3.81E-05,2.18E-01,4.04E-01,4.65E-01,6.35E-01,9.92E-01,a
119,1.00E-06,5.18E-01,1.30E-04,9.03E-01,2.99E-05,6.79E-05,1.23E-04,2.03E-01,3.90E-01,4.48E-01,6.08E-01,9.03E-01,b
120,1.00E-06,5.16E-01,1.19E-04,9.34E-01,3.14E-05,7.08E-05,1.09E-04,2.00E-01,3.89E-01,4.50E-01,6.15E-01,9.32E-01,b
121,9.00E-06,5.18E-01,1.35E-04,9.74E-01,3.00E-05,8.08E-05,8.26E-05,1.95E-01,3.88E-01,4.51E-01,6.21E-01,9.71E-01,b
122,1.60E-05,5.21E-01,3.72E-04,8.96E-01,2.53E-05,1.23E-04,2.69E-04,2.02E-01,3.89E-01,4.55E-01,6.12E-01,8.93E-01,b
123,1.30E-05,5.17E-01,6.30E-05,9.39E-01,2.91E-05,5.76E-05,5.42E-05,2.03E-01,3.90E-01,4.53E-01,6.18E-01,9.33E-01,b
124,8.00E-06,5.15E-01,1.07E-04,9.49E-01,3.77E-05,8.01E-05,9.72E-05,2.00E-01,3.86E-01,4.49E-01,6.20E-01,9.49E-01,b
125,1.40E-05,5.17E-01,1.02E-04,9.19E-01,3.12E-05,6.63E-05,9.60E-05,1.97E-01,3.89E-01,4.48E-01,6.12E-01,9.20E-01,b
126,7.00E-06,5.18E-01,8.20E-05,9.45E-01,2.97E-05,6.39E-05,7.16E-05,2.02E-01,3.89E-01,4.53E-01,6.17E-01,9.38E-01,b
127,1.30E-05,5.44E-01,1.48E-04,8.98E-01,3.70E-05,9.18E-05,1.39E-04,2.26E-01,4.14E-01,4.71E-01,6.34E-01,9.01E-01,a
128,9.00E-06,5.17E-01,6.60E-05,9.31E-01,2.63E-05,5.57E-05,6.00E-05,2.02E-01,3.88E-01,4.49E-01,6.13E-01,9.31E-01,b
129,3.00E-06,5.10E-01,4.60E-05,9.93E-01,3.99E-05,6.69E-05,3.97E-05,1.88E-01,3.77E-01,4.39E-01,6.18E-01,9.93E-01,b
130,4.00E-06,5.13E-01,1.16E-04,9.22E-01,2.61E-05,6.51E-05,1.02E-04,1.97E-01,3.86E-01,4.48E-01,6.09E-01,9.19E-01,b
131,6.00E-06,5.16E-01,8.00E-05,9.50E-01,2.74E-05,5.69E-05,6.62E-05,2.02E-01,3.90E-01,4.48E-01,6.17E-01,9.45E-01,b
132,1.80E-05,5.15E-01,8.20E-05,9.16E-01,2.87E-05,5.70E-05,7.52E-05,1.97E-01,3.86E-01,4.46E-01,6.11E-01,9.17E-01,b
133,7.00E-06,5.17E-01,5.40E-05,9.30E-01,2.75E-05,5.03E-05,4.63E-05,2.02E-01,3.89E-01,4.50E-01,6.17E-01,9.22E-01,b
134,1.60E-05,5.21E-01,3.05E-04,9.47E-01,2.61E-05,9.35E-05,3.00E-04,2.01E-01,3.88E-01,4.50E-01,6.20E-01,9.43E-01,b
135,5.00E-06,5.17E-01,5.10E-05,9.49E-01,2.76E-05,5.08E-05,4.23E-05,2.03E-01,3.89E-01,4.51E-01,6.20E-01,9.44E-01,b
136,1.30E-05,5.19E-01,4.80E-05,9.33E-01,2.45E-05,4.77E-05,4.05E-05,2.03E-01,3.89E-01,4.48E-01,6.15E-01,9.30E-01,b
137,4.00E-06,5.20E-01,2.20E-04,9.62E-01,2.87E-05,8.86E-05,1.42E-04,2.02E-01,3.90E-01,4.51E-01,6.22E-01,9.58E-01,b
138,8.00E-06,5.17E-01,5.90E-05,9.52E-01,2.72E-05,5.18E-05,5.46E-05,2.03E-01,3.90E-01,4.52E-01,6.18E-01,9.49E-01,b
139,2.00E-06,5.15E-01,5.00E-05,9.46E-01,2.69E-05,4.82E-05,3.99E-05,2.01E-01,3.88E-01,4.49E-01,6.16E-01,9.42E-01,b
140,9.00E-06,5.18E-01,6.80E-05,9.51E-01,3.28E-05,6.00E-05,5.92E-05,2.00E-01,3.88E-01,4.48E-01,6.16E-01,9.49E-01,b
141,9.00E-06,5.18E-01,9.40E-05,9.13E-01,2.80E-05,6.24E-05,8.51E-05,2.03E-01,3.90E-01,4.51E-01,6.13E-01,9.11E-01,b
142,9.00E-06,5.15E-01,7.80E-05,9.90E-01,2.65E-05,6.04E-05,6.91E-05,1.96E-01,3.83E-01,4.43E-01,6.20E-01,9.90E-01,b
143,7.00E-06,5.14E-01,4.20E-05,9.35E-01,2.59E-05,4.97E-05,3.44E-05,1.97E-01,3.84E-01,4.48E-01,6.10E-01,9.35E-01,b
144,1.20E-05,5.20E-01,1.02E-04,9.23E-01,2.80E-05,6.22E-05,9.14E-05,2.05E-01,3.91E-01,4.53E-01,6.13E-01,9.19E-01,b
145,3.00E-06,5.16E-01,1.16E-04,9.23E-01,2.79E-05,6.53E-05,1.06E-04,2.00E-01,3.87E-01,4.47E-01,6.14E-01,9.22E-01,b
146,1.80E-05,5.19E-01,7.30E-05,9.23E-01,3.00E-05,5.71E-05,6.63E-05,2.01E-01,3.89E-01,4.53E-01,6.15E-01,9.19E-01,b
147,5.00E-06,5.17E-01,5.80E-05,9.36E-01,2.98E-05,5.42E-05,5.15E-05,2.00E-01,3.88E-01,4.51E-01,6.18E-01,9.34E-01,b
148,1.30E-05,5.15E-01,5.50E-05,9.25E-01,2.52E-05,5.11E-05,4.87E-05,1.99E-01,3.85E-01,4.47E-01,6.08E-01,9.20E-01,b
149,1.90E-05,5.14E-01,2.50E-05,9.84E-01,2.55E-05,4.68E-05,1.80E-05,1.95E-01,3.83E-01,4.45E-01,6.19E-01,9.87E-01,b
150,1.60E-05,5.17E-01,4.80E-05,9.23E-01,2.67E-05,4.88E-05,4.19E-05,2.00E-01,3.87E-01,4.49E-01,6.16E-01,9.21E-01,b
151,1.50E-05,5.18E-01,1.30E-04,9.00E-01,3.56E-05,7.65E-05,1.24E-04,2.02E-01,3.88E-01,4.50E-01,6.07E-01,8.96E-01,b
152,1.30E-05,5.15E-01,1.08E-04,9.06E-01,2.72E-05,6.69E-05,1.02E-04,2.01E-01,3.88E-01,4.51E-01,6.08E-01,9.07E-01,b
153,1.60E-05,5.14E-01,9.80E-05,9.28E-01,4.48E-05,8.58E-05,9.09E-05,1.98E-01,3.85E-01,4.47E-01,6.14E-01,9.26E-01,b
154,1.00E-05,5.15E-01,8.00E-05,9.49E-01,2.69E-05,5.96E-05,6.45E-05,1.99E-01,3.86E-01,4.47E-01,6.17E-01,9.43E-01,b
155,2.18E-08,5.21E-01,1.47E-04,9.18E-01,2.73E-05,6.61E-05,1.32E-04,2.05E-01,3.92E-01,4.53E-01,6.14E-01,9.14E-01,b
156,0.00E+00,5.16E-01,2.18E-04,8.93E-01,3.09E-05,7.49E-05,2.27E-04,2.03E-01,3.92E-01,4.53E-01,6.11E-01,8.93E-01,b
157,7.00E-06,5.21E-01,3.90E-05,9.53E-01,2.63E-05,4.62E-05,3.21E-05,2.03E-01,3.91E-01,4.53E-01,6.19E-01,9.49E-01,b
158,5.00E-06,5.42E-01,1.14E-04,9.13E-01,2.81E-05,6.72E-05,1.07E-04,2.27E-01,4.14E-01,4.76E-01,6.42E-01,9.17E-01,a
159,1.70E-05,5.21E-01,7.50E-05,9.39E-01,2.75E-05,5.54E-05,5.99E-05,2.03E-01,3.90E-01,4.56E-01,6.21E-01,9.38E-01,b
160,3.00E-06,5.15E-01,4.20E-05,9.24E-01,2.52E-05,4.79E-05,3.46E-05,2.00E-01,3.87E-01,4.48E-01,6.14E-01,9.23E-01,b
161,7.00E-06,5.19E-01,5.50E-05,9.59E-01,2.85E-05,5.59E-05,4.73E-05,2.03E-01,3.89E-01,4.50E-01,6.21E-01,9.58E-01,b
162,2.00E-06,5.17E-01,1.12E-04,9.13E-01,2.55E-05,6.38E-05,1.06E-04,2.04E-01,3.90E-01,4.52E-01,6.10E-01,9.14E-01,b
163,1.10E-05,5.20E-01,1.04E-04,8.99E-01,2.60E-05,6.24E-05,9.81E-05,2.06E-01,3.93E-01,4.52E-01,6.12E-01,8.98E-01,b
164,7.00E-06,5.19E-01,5.30E-05,9.47E-01,2.69E-05,4.88E-05,4.39E-05,2.01E-01,3.90E-01,4.50E-01,6.19E-01,9.46E-01,b
165,1.60E-05,5.18E-01,1.12E-04,9.32E-01,3.37E-05,7.48E-05,1.04E-04,2.02E-01,3.89E-01,4.47E-01,6.15E-01,9.28E-01,b
166,5.00E-06,5.13E-01,2.22E-04,9.51E-01,2.70E-05,7.66E-05,1.71E-04,1.98E-01,3.85E-01,4.47E-01,6.18E-01,9.52E-01,b
167,1.40E-05,5.18E-01,1.23E-04,9.43E-01,2.48E-05,6.32E-05,1.14E-04,2.04E-01,3.89E-01,4.54E-01,6.19E-01,9.40E-01,b
168,1.10E-05,5.18E-01,1.21E-04,8.94E-01,4.40E-05,8.42E-05,1.18E-04,2.00E-01,3.90E-01,4.52E-01,6.12E-01,8.91E-01,b
169,4.00E-06,5.21E-01,1.05E-04,9.09E-01,2.70E-05,5.94E-05,9.84E-05,2.09E-01,3.95E-01,4.57E-01,6.12E-01,9.04E-01,b
170,2.00E-06,5.24E-01,9.90E-05,9.23E-01,2.57E-05,6.32E-05,9.31E-05,2.10E-01,3.97E-01,4.59E-01,6.17E-01,9.21E-01,a
171,1.60E-05,5.18E-01,5.00E-05,9.54E-01,2.75E-05,4.99E-05,4.16E-05,2.02E-01,3.90E-01,4.53E-01,6.20E-01,9.49E-01,b
172,1.30E-05,5.18E-01,1.18E-04,9.16E-01,2.68E-05,6.22E-05,1.11E-04,2.04E-01,3.91E-01,4.54E-01,6.13E-01,9.15E-01,b
173,5.00E-06,5.23E-01,4.90E-05,9.58E-01,3.09E-05,5.38E-05,4.04E-05,2.05E-01,3.93E-01,4.56E-01,6.23E-01,9.49E-01,a
174,7.00E-06,5.22E-01,1.19E-04,9.02E-01,2.96E-05,6.98E-05,1.13E-04,2.08E-01,3.94E-01,4.53E-01,6.12E-01,9.03E-01,b
175,1.70E-05,5.18E-01,6.00E-05,9.57E-01,2.69E-05,5.20E-05,5.23E-05,2.01E-01,3.88E-01,4.50E-01,6.21E-01,9.50E-01,b
176,9.00E-06,5.47E-01,1.04E-04,9.20E-01,2.67E-05,6.36E-05,9.64E-05,2.29E-01,4.17E-01,4.75E-01,6.39E-01,9.18E-01,a
177,1.60E-05,5.17E-01,1.07E-04,9.25E-01,2.71E-05,6.19E-05,8.46E-05,1.99E-01,3.87E-01,4.50E-01,6.16E-01,9.22E-01,b
178,1.40E-05,5.16E-01,7.40E-05,9.39E-01,2.94E-05,5.96E-05,6.72E-05,2.00E-01,3.87E-01,4.49E-01,6.17E-01,9.33E-01,b
179,3.00E-06,5.15E-01,4.20E-05,9.71E-01,2.50E-05,4.83E-05,2.98E-05,1.92E-01,3.83E-01,4.48E-01,6.17E-01,9.67E-01,b
180,2.00E-06,5.18E-01,1.15E-04,9.30E-01,2.58E-05,6.86E-05,1.09E-04,2.00E-01,3.90E-01,4.51E-01,6.14E-01,9.25E-01,b
181,1.00E-05,5.20E-01,4.90E-05,9.39E-01,3.05E-05,5.30E-05,4.23E-05,2.03E-01,3.91E-01,4.55E-01,6.21E-01,9.34E-01,b
182,1.60E-05,5.26E-01,1.60E-05,9.80E-01,2.49E-05,4.30E-05,9.50E-06,2.10E-01,3.94E-01,4.57E-01,6.25E-01,9.81E-01,a
183,4.00E-06,5.28E-01,4.20E-05,9.27E-01,2.73E-05,5.08E-05,3.09E-05,2.15E-01,4.01E-01,4.58E-01,6.21E-01,9.25E-01,a
184,7.00E-06,5.30E-01,2.90E-05,9.25E-01,2.59E-05,4.82E-05,2.22E-05,2.19E-01,4.04E-01,4.66E-01,6.23E-01,9.28E-01,a
185,1.60E-05,5.26E-01,2.30E-05,9.70E-01,2.45E-05,4.46E-05,1.50E-05,2.14E-01,3.99E-01,4.59E-01,6.28E-01,9.70E-01,a
186,5.00E-06,5.27E-01,1.60E-05,1.05E+00,2.74E-05,4.27E-05,1.00E-05,2.11E-01,3.97E-01,4.60E-01,6.35E-01,1.05E+00,a
187,1.60E-05,5.26E-01,1.85E-04,8.80E-01,2.88E-05,8.69E-05,1.59E-04,2.18E-01,4.03E-01,4.66E-01,6.17E-01,8.84E-01,b
188,1.70E-05,5.25E-01,4.50E-05,8.83E-01,2.66E-05,4.88E-05,3.78E-05,2.16E-01,4.02E-01,4.63E-01,6.17E-01,8.86E-01,a
189,3.00E-06,5.28E-01,8.90E-05,8.76E-01,2.70E-05,6.38E-05,8.04E-05,2.18E-01,4.03E-01,4.62E-01,6.17E-01,8.74E-01,a
190,1.30E-05,5.25E-01,6.40E-05,8.71E-01,2.49E-05,5.51E-05,5.11E-05,2.15E-01,4.01E-01,4.64E-01,6.15E-01,8.78E-01,a
191,1.20E-05,5.26E-01,5.70E-05,8.98E-01,2.72E-05,5.52E-05,5.18E-05,2.16E-01,4.03E-01,4.62E-01,6.20E-01,8.97E-01,a
192,4.00E-06,5.29E-01,1.54E-04,9.08E-01,2.66E-05,8.62E-05,1.12E-04,2.18E-01,4.03E-01,4.65E-01,6.22E-01,9.11E-01,a
193,1.00E-05,5.30E-01,5.70E-05,9.56E-01,3.12E-05,6.15E-05,4.17E-05,2.17E-01,4.02E-01,4.63E-01,6.22E-01,9.53E-01,a
194,1.30E-05,5.30E-01,1.84E-04,1.01E+00,2.98E-05,9.13E-05,1.13E-04,2.10E-01,3.97E-01,4.59E-01,6.38E-01,1.01E+00,a
195,1.00E-06,5.27E-01,7.90E-05,9.13E-01,2.43E-05,5.96E-05,5.11E-05,2.17E-01,4.02E-01,4.60E-01,6.23E-01,9.16E-01,a
196,9.00E-06,5.28E-01,6.10E-05,8.75E-01,2.57E-05,5.70E-05,5.42E-05,2.17E-01,4.03E-01,4.63E-01,6.17E-01,8.71E-01,a
197,8.00E-06,5.25E-01,2.40E-05,9.46E-01,2.54E-05,4.60E-05,1.73E-05,2.14E-01,3.99E-01,4.60E-01,6.21E-01,9.44E-01,a
198,7.00E-06,5.29E-01,4.40E-05,9.10E-01,2.51E-05,5.13E-05,3.27E-05,2.18E-01,4.02E-01,4.61E-01,6.24E-01,9.13E-01,a
199,7.00E-06,5.23E-01,6.80E-05,8.88E-01,2.70E-05,5.59E-05,5.59E-05,2.13E-01,3.99E-01,4.58E-01,6.16E-01,8.88E-01,a
200,1.20E-05,5.27E-01,6.70E-05,9.24E-01,2.52E-05,5.73E-05,4.94E-05,2.17E-01,4.01E-01,4.61E-01,6.23E-01,9.22E-01,a
201,6.00E-06,5.29E-01,1.21E-04,8.80E-01,2.57E-05,6.48E-05,9.59E-05,2.17E-01,4.02E-01,4.64E-01,6.12E-01,8.83E-01,a
202,3.00E-06,5.32E-01,2.80E-05,9.82E-01,2.56E-05,4.92E-05,2.02E-05,2.18E-01,4.04E-01,4.65E-01,6.30E-01,9.79E-01,a
203,1.00E-06,5.23E-01,2.50E-05,9.13E-01,2.42E-05,4.51E-05,1.88E-05,2.12E-01,3.96E-01,4.57E-01,6.14E-01,9.18E-01,a
204,6.00E-06,5.30E-01,1.80E-05,9.08E-01,2.39E-05,4.37E-05,1.24E-05,2.17E-01,4.02E-01,4.62E-01,6.24E-01,9.12E-01,a
205,9.00E-06,5.24E-01,2.50E-05,9.31E-01,2.97E-05,4.79E-05,1.92E-05,2.12E-01,3.98E-01,4.60E-01,6.20E-01,9.36E-01,a
206,5.00E-06,5.24E-01,5.70E-05,9.07E-01,2.53E-05,5.39E-05,4.18E-05,2.14E-01,3.99E-01,4.63E-01,6.18E-01,9.06E-01,a
207,1.60E-05,5.23E-01,2.70E-05,9.40E-01,2.87E-05,4.74E-05,2.05E-05,2.11E-01,3.97E-01,4.54E-01,6.18E-01,9.42E-01,a
208,1.50E-05,5.27E-01,2.70E-05,1.00E+00,2.62E-05,4.58E-05,2.03E-05,2.15E-01,4.00E-01,4.61E-01,6.27E-01,1.01E+00,a
209,3.00E-06,5.24E-01,6.40E-05,8.86E-01,3.09E-05,6.46E-05,5.95E-05,2.13E-01,3.98E-01,4.60E-01,6.16E-01,8.87E-01,a
210,6.00E-06,5.26E-01,1.50E-05,1.02E+00,2.43E-05,4.33E-05,8.90E-06,2.12E-01,3.98E-01,4.61E-01,6.34E-01,1.02E+00,a
211,3.00E-06,5.28E-01,4.40E-05,9.04E-01,2.48E-05,4.98E-05,3.28E-05,2.18E-01,4.02E-01,4.67E-01,6.17E-01,9.09E-01,a
212,0.00E+00,5.31E-01,6.60E-05,8.88E-01,2.64E-05,5.29E-05,5.20E-05,2.18E-01,4.03E-01,4.64E-01,6.16E-01,8.88E-01,a
213,5.00E-06,5.32E-01,5.90E-05,8.81E-01,2.49E-05,5.36E-05,5.14E-05,2.22E-01,4.07E-01,4.70E-01,6.18E-01,8.82E-01,a
214,7.00E-06,5.26E-01,3.70E-05,9.20E-01,2.65E-05,4.68E-05,3.09E-05,2.16E-01,4.01E-01,4.64E-01,6.24E-01,9.20E-01,a
215,8.00E-06,5.28E-01,5.50E-05,9.24E-01,2.74E-05,5.06E-05,4.06E-05,2.18E-01,4.05E-01,4.64E-01,6.24E-01,9.24E-01,a
216,8.00E-06,5.28E-01,3.60E-05,9.87E-01,2.42E-05,4.60E-05,2.51E-05,2.15E-01,4.00E-01,4.61E-01,6.30E-01,9.91E-01,a
217,1.10E-05,5.26E-01,3.10E-05,9.29E-01,2.72E-05,4.91E-05,2.48E-05,2.14E-01,4.00E-01,4.61E-01,6.16E-01,9.25E-01,a
218,3.00E-06,5.29E-01,8.70E-05,8.61E-01,2.79E-05,6.24E-05,8.05E-05,2.17E-01,4.03E-01,4.65E-01,6.13E-01,8.61E-01,a
219,2.00E-05,5.32E-01,8.30E-05,1.04E+00,2.84E-05,6.18E-05,4.90E-05,2.09E-01,3.97E-01,4.63E-01,6.42E-01,1.04E+00,a
220,9.00E-06,5.27E-01,2.40E-05,9.09E-01,2.51E-05,4.56E-05,1.78E-05,2.14E-01,3.99E-01,4.60E-01,6.20E-01,9.14E-01,a
221,6.00E-06,5.28E-01,3.90E-05,8.77E-01,2.45E-05,4.91E-05,3.26E-05,2.17E-01,4.02E-01,4.63E-01,6.10E-01,8.79E-01,a
222,8.00E-06,5.30E-01,2.80E-05,9.13E-01,2.72E-05,4.57E-05,2.21E-05,2.19E-01,4.04E-01,4.62E-01,6.24E-01,9.17E-01,a
223,9.00E-06,5.31E-01,3.80E-05,9.20E-01,3.02E-05,5.58E-05,3.18E-05,2.20E-01,4.06E-01,4.66E-01,6.20E-01,9.21E-01,a
