***,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,class
1857031,1.79E-01,1.92E-06,2.15E-06,2.71E+00,5.10E-05,3.57E-02,3.83E-02,3.90E-02,6.25E+00,6.99E-01,8.55E-02,4.15E-02,b
1857032,1.86E-01,9.97E-07,1.95E-06,2.57E+00,3.70E-05,3.59E-02,3.76E-02,3.82E-02,6.26E+00,6.98E-01,8.49E-02,4.08E-02,b
1857033,1.81E-01,1.35E-06,2.29E-06,2.81E+00,4.50E-05,3.72E-02,3.95E-02,4.01E-02,6.25E+00,6.98E-01,8.58E-02,4.17E-02,b
1857034,1.74E-01,1.82E-06,2.23E-06,3.06E+00,3.20E-05,3.22E-02,3.38E-02,3.44E-02,6.29E+00,6.97E-01,8.49E-02,4.08E-02,a
1857035,1.90E-01,1.30E-06,1.94E-06,2.77E+00,5.50E-05,3.40E-02,3.64E-02,3.68E-02,6.22E+00,6.91E-01,8.41E-02,4.04E-02,a
1857039,2.01E-01,2.20E-06,1.47E-06,2.81E+00,5.90E-05,3.57E-02,3.83E-02,3.90E-02,6.26E+00,6.98E-01,8.50E-02,4.10E-02,b
1857040,2.13E-01,2.26E-06,1.79E-06,2.80E+00,4.50E-05,3.59E-02,3.87E-02,3.93E-02,6.25E+00,6.98E-01,8.56E-02,4.16E-02,b
1857041,1.94E-01,1.99E-06,1.56E-06,2.55E+00,3.90E-05,3.72E-02,3.97E-02,4.06E-02,6.23E+00,6.98E-01,8.55E-02,4.15E-02,b
1857042,2.14E-01,1.45E-06,2.82E-06,2.38E+00,5.30E-05,3.69E-02,3.92E-02,3.99E-02,6.20E+00,6.97E-01,8.64E-02,4.24E-02,b
1857043,2.08E-01,1.67E-06,3.32E-06,2.63E+00,3.30E-05,3.48E-02,3.74E-02,3.80E-02,6.23E+00,6.98E-01,8.46E-02,4.07E-02,b
1857044,2.01E-01,2.27E-06,2.38E-06,2.73E+00,5.30E-05,3.31E-02,3.53E-02,3.58E-02,6.25E+00,6.99E-01,8.55E-02,4.14E-02,b
1857045,1.88E-01,1.41E-05,1.49E-05,3.00E+00,6.00E-06,3.62E-02,3.92E-02,4.00E-02,6.25E+00,6.99E-01,8.51E-02,4.12E-02,b
1857046,1.99E-01,3.27E-06,2.54E-06,2.96E+00,4.10E-05,3.63E-02,3.91E-02,3.97E-02,6.28E+00,7.00E-01,8.50E-02,4.09E-02,b
1857047,2.00E-01,2.63E-06,1.80E-06,2.76E+00,1.17E-02,3.63E-02,3.88E-02,3.95E-02,6.26E+00,7.01E-01,8.55E-02,4.15E-02,b
1857048,2.01E-01,9.81E-07,2.72E-06,2.78E+00,3.50E-05,3.69E-02,3.95E-02,4.02E-02,6.25E+00,7.01E-01,8.55E-02,4.15E-02,b
1857049,2.05E-01,2.54E-06,1.65E-06,2.98E+00,5.10E-05,3.66E-02,3.87E-02,3.93E-02,6.28E+00,6.98E-01,8.54E-02,4.14E-02,b
1857050,1.97E-01,2.04E-06,3.04E-06,2.87E+00,4.00E-05,3.72E-02,4.00E-02,4.09E-02,6.26E+00,6.98E-01,8.46E-02,4.07E-02,b
1857051,2.13E-01,1.98E-06,3.09E-06,2.80E+00,3.70E-05,3.68E-02,3.89E-02,3.96E-02,6.25E+00,6.98E-01,8.53E-02,4.13E-02,b
1857052,2.08E-01,2.63E-06,1.73E-06,2.70E+00,4.80E-05,3.33E-02,3.56E-02,3.61E-02,6.27E+00,6.97E-01,8.46E-02,4.06E-02,a
1857053,2.00E-01,2.68E-06,1.85E-06,2.67E+00,3.30E-05,3.53E-02,3.76E-02,3.81E-02,6.24E+00,7.00E-01,8.57E-02,4.17E-02,b
1857054,2.05E-01,1.68E-06,2.79E-06,2.67E+00,3.10E-05,3.42E-02,3.65E-02,3.71E-02,6.25E+00,7.00E-01,8.51E-02,4.11E-02,b
